Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
ORF8	Q13219	PAPPA	19|13	32	16.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	20.88	160.0	0.0	16.0	6.01	inf	17|9	26	13.0	1627	PAPP1_HUMAN
ORF8	O95881	TXNDC12	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	12.43	inf	4|3	7	3.5	172	TXD12_HUMAN
ORF8	Q9Y6B6	SAR1B	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	9.26	0.68	3|3	6	3.0	198	SAR1B_HUMAN
ORF8	Q5T4B2	CERCAM	5|5	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.42	50.0	0.0	5.0	5.13	inf	4|5	9	4.5	595	GT253_HUMAN
ORF8	Q9BRK5	SDF4	16|20	36	18.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.38	180.0	0.0	18.0	30.38	inf	9|11	20	10.0	362	CAB45_HUMAN
ORF8	Q9NZV1	CRIM1	24|15	39	19.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.89	195.0	0.0	19.5	11.5	8.89	21|12	33	16.5	1036	CRIM1_HUMAN
ORF8	Q9Y6I9	TEX264	17|17	34	17.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	26.9	170.0	0.0	17.0	33.19	1.79	10|10	20	10.0	313	TX264_HUMAN
ORF8	Q9UBS9	SUCO	5|4	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.73	45.0	0.0	4.5	2.19	3.34	5|4	9	4.5	1254	SUCO_HUMAN
ORF8	Q6AZY7	SCARA3	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.0	35.0	0.0	3.5	3.53	inf	3|3	6	3.0	606	SCAR3_HUMAN
ORF8	Q9UHG3	PCYOX1	37|42	79	39.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	56.05	395.0	0.0	39.5	47.79	228.22	19|19	38	19.0	505	PCYOX_HUMAN
ORF8	Q9Y385	UBE2J1	3|2	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.11	25.0	0.0	2.5	4.8	0.92	3|2	5	2.5	318	UB2J1_HUMAN
ORF8	P61106	RAB14	5|2	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.13	35.0	0.0	3.5	9.95	0.69	4|2	6	3.0	215	RAB14_HUMAN
ORF8	Q9Y282	ERGIC3	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.02	35.0	0.0	3.5	5.58	3.19	2|4	6	3.0	383	ERGI3_HUMAN
ORF8	Q9Y394	DHRS7	3|2	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.14	25.0	0.0	2.5	4.51	0.32	2|2	4	2.0	339	DHRS7_HUMAN
ORF8	Q9Y680	FKBP7	22|20	42	21.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	31.31	210.0	0.0	21.0	58.06	273.0	10|10	20	10.0	221	FKBP7_HUMAN
ORF8	Q96BY9	SARAF	5|4	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	45.0	0.0	4.5	8.11	1.6	5|4	9	4.5	339	SARAF_HUMAN
ORF8	Q9NZ08	ERAP1	35|32	67	33.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	48.85	335.0	0.0	33.5	21.75	inf	25|22	47	23.5	941	ERAP1_HUMAN
ORF8	Q86SF2	GALNT7	28|30	58	29.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	43.05	290.0	0.0	29.0	26.97	inf	18|17	35	17.5	657	GALT7_HUMAN
ORF8	Q92968	PEX13	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	4.55	2.64	3|3	6	3.0	403	PEX13_HUMAN
ORF8	P07093	SERPINE2	6|5	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	55.0	0.0	5.5	8.46	inf	5|5	10	5.0	397	GDN_HUMAN
ORF8	P00749	PLAU	18|12	30	15.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.43	150.0	0.0	15.0	22.14	inf	14|9	23	11.5	414	UROK_HUMAN
ORF8	Q02809	PLOD1	22|16	38	19.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.47	190.0	0.0	19.0	15.97	inf	20|15	35	17.5	727	PLOD1_HUMAN
ORF8	O00469	PLOD2	42|35	77	38.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	53.16	385.0	0.0	38.5	31.03	250.25	27|23	50	25.0	758	PLOD2_HUMAN
ORF8	Q9UIW2	PLXNA1	4|4	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.76	40.0	0.0	4.0	1.29	16.0	4|3	7	3.5	1896	PLXA1_HUMAN
ORF8	Q8IXB1	DNAJC10	59|56	115	57.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	83.33	575.0	0.0	57.5	44.3	inf	29|28	57	28.5	793	DJC10_HUMAN
ORF8	Q15165	PON2	10|11	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.85	105.0	0.0	10.5	18.12	24.82	5|5	10	5.0	354	PON2_HUMAN
ORF8	P16435	POR	18|16	34	17.0	2	0|0|0|0|3|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.78	17.0	0.0	16.75	15.05	1.29	14|12	26	13.0	680	NCPR_HUMAN
ORF8	Q9P2E5	CHPF2	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	2.37	inf	3|3	6	3.0	772	CHPF2_HUMAN
ORF8	Q9UM00	TMCO1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.14	20.0	0.0	2.0	5.96	1.76	2|2	4	2.0	205	TMCO1_HUMAN
ORF8	P10619	CTSA	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	3.68	inf	4|2	6	3.0	498	PPGB_HUMAN
ORF8	Q8TD43	TRPM4	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	1.71	0.58	3|3	6	3.0	1069	TRPM4_HUMAN
ORF8	P23284	PPIB	37|46	83	41.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	56.2	415.0	0.0	41.5	117.39	18.29	13|13	26	13.0	216	PPIB_HUMAN
ORF8	Q9NXH8	TOR4A	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	5.06	1.03	3|4	7	3.5	423	TOR4A_HUMAN
ORF8	Q6NUQ4	TMEM214	12|15	27	13.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.43	135.0	0.0	13.5	12.81	1.55	11|13	24	12.0	644	TM214_HUMAN
ORF8	Q5VV42	CDKAL1	12|16	28	14.0	2	0|0|3|2|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.75	8.4	0.0	13.58	14.33	1.19	10|13	23	11.5	579	CDKAL_HUMAN
ORF8	Q9NX62	BPNT2	7|9	16	8.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.65	80.0	0.0	8.0	13.62	inf	6|8	14	7.0	359	IMPA3_HUMAN
ORF8	Q8N5Y8	PARP16	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	5.67	1.13	4|2	6	3.0	323	PAR16_HUMAN
ORF8	Q9Y679	AUP1	33|30	63	31.5	2	6|2|4|4|2|0|0|0|0|4|2|0	1.0	1.0	1.0	1.0	1.0	19.62	6.75	0.0	29.5	43.96	1.38	12|9	21	10.5	410	AUP1_HUMAN
ORF8	Q7L1W4	LRRC8D	7|4	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	55.0	0.0	5.5	3.92	1.1	7|3	10	5.0	858	LRC8D_HUMAN
ORF8	Q8IVL5	P3H2	29|26	55	27.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	40.1	275.0	0.0	27.5	23.73	inf	19|17	36	18.0	708	P3H2_HUMAN
ORF8	Q8N5G2	MACO1	4|5	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	45.0	0.0	4.5	4.14	1.24	3|5	8	4.0	664	MACOI_HUMAN
ORF8	Q9NV66	TYW1	5|8	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.41	65.0	0.0	6.5	5.43	0.7	4|6	10	5.0	732	TYW1_HUMAN
ORF8	Q9BXB1	LGR4	11|9	20	10.0	2	0|0|0|2|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.17	15.0	0.0	9.83	6.32	0.86	8|6	14	7.0	951	LGR4_HUMAN
ORF8	Q96AG4	LRRC59	16|14	30	15.0	2	0|4|3|3|5|0|0|0|3|3|0|0	0.99	1.0	0.99	1.0	0.99	3.77	3.75	0.0	13.25	26.37	1.95	10|8	18	9.0	307	LRC59_HUMAN
ORF8	P42785	PRCP	5|3	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	40.0	0.0	4.0	4.93	inf	4|2	6	3.0	496	PCP_HUMAN
ORF8	Q86SR1	GALNT10	7|7	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	70.0	0.0	7.0	7.09	inf	5|6	11	5.5	603	GLT10_HUMAN
ORF8	Q9HBM0	VEZT	26|22	48	24.0	2	5|6|3|2|3|0|0|0|6|0|0|2	1.0	1.0	1.0	1.0	1.0	8.15	4.24	0.0	21.75	17.06	1.09	22|19	41	20.5	779	VEZA_HUMAN
ORF8	Q9BTX1	NDC1	16|20	36	18.0	2	0|0|3|0|2|0|0|0|2|0|0|0	1.0	1.0	1.0	1.0	1.0	10.73	7.71	0.0	17.42	16.79	1.2	9|13	22	11.0	634	NDC1_HUMAN
ORF8	Q9BV94	EDEM2	14|11	25	12.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.89	125.0	0.0	12.5	14.12	inf	10|7	17	8.5	541	EDEM2_HUMAN
ORF8	Q9NV96	TMEM30A	9|9	18	9.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.82	90.0	0.0	9.0	16.92	234.0	9|8	17	8.5	325	CC50A_HUMAN
ORF8	Q9NYU1	UGGT2	134|124	258	129.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	179.86	1290.0	0.0	129.0	51.99	inf	74|65	139	69.5	1516	UGGG2_HUMAN
ORF8	Q96AE7	TTC17	95|89	184	92.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	130.28	920.0	0.0	92.0	49.27	inf	45|45	90	45.0	1141	TTC17_HUMAN
ORF8	Q8TDX6	CSGALNACT1	8|4	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	60.0	0.0	6.0	6.89	inf	5|4	9	4.5	532	CGAT1_HUMAN
ORF8	Q9NZ45	CISD1	3|4	7	3.5	2	0|0|2|0|0|0|0|0|0|0|0|0	0.74	0.81	0.73	0.8	0.74	0.62	5.25	0.01	3.33	18.84	1.97	3|4	7	3.5	108	CISD1_HUMAN
ORF8	P14314	PRKCSH	13|8	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.29	105.0	0.0	10.5	12.22	inf	10|7	17	8.5	525	GLU2B_HUMAN
ORF8	Q8IWU5	SULF2	17|15	32	16.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.89	160.0	0.0	16.0	11.24	inf	12|12	24	12.0	870	SULF2_HUMAN
ORF8	Q13217	DNAJC3	50|43	93	46.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	64.74	465.0	0.0	46.5	56.37	inf	25|25	50	25.0	504	DNJC3_HUMAN
ORF8	Q9Y5E7	PCDHB2	9|8	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.2	85.0	0.0	8.5	6.51	3.18	6|5	11	5.5	798	PCDB2_HUMAN
ORF8	Q9UN75	PCDHA12	5|2	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	35.0	0.0	3.5	2.27	1.26	5|2	7	3.5	941	PCDAC_HUMAN
ORF8	P07225	PROS1	7|4	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	55.0	0.0	5.5	4.97	inf	6|4	10	5.0	676	PROS_HUMAN
ORF8	Q86YB8	ERO1B	11|14	25	12.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.87	125.0	0.0	12.5	16.35	inf	9|10	19	9.5	467	ERO1B_HUMAN
ORF8	P07602	PSAP	45|39	84	42.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	59.02	420.0	0.0	42.0	48.69	104.0	21|20	41	20.5	527	SAP_HUMAN
ORF8	P61769	B2M	27|23	50	25.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.88	250.0	0.0	25.0	128.36	260.0	2|3	5	2.5	119	B2MG_HUMAN
ORF8	Q9NPA0	EMC7	6|6	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	60.0	0.0	6.0	15.15	1.26	5|5	10	5.0	242	EMC7_HUMAN
ORF8	Q9NYU2	UGGT1	453|483	936	468.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	643.37	4680.0	0.0	468.0	183.89	66.49	83|89	172	86.0	1555	UGGG1_HUMAN
ORF8	Q969V3	NCLN	2|3	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.14	25.0	0.0	2.5	2.71	2.6	2|3	5	2.5	563	NCLN_HUMAN
ORF8	Q8NBL1	POGLUT1	15|16	31	15.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.89	155.0	0.0	15.5	24.16	inf	11|11	22	11.0	392	PGLT1_HUMAN
ORF8	Q96A33	CCDC47	15|11	26	13.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.9	130.0	0.0	13.0	16.45	1.58	12|7	19	9.5	483	CCD47_HUMAN
ORF8	P62191	PSMC1	7|7	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	70.0	0.0	7.0	9.72	1.37	4|3	7	3.5	440	PRS4_HUMAN
ORF8	Q9GZX9	TWSG1	6|7	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	17.81	inf	2|2	4	2.0	223	TWSG1_HUMAN
ORF8	Q9HDC9	APMAP	13|10	23	11.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.31	115.0	0.0	11.5	16.89	inf	8|8	16	8.0	416	APMAP_HUMAN
ORF8	Q9ULF5	SLC39A10	4|5	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.73	45.0	0.0	4.5	3.31	2.46	4|5	9	4.5	831	S39AA_HUMAN
ORF8	Q86SQ4	ADGRG6	22|20	42	21.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	31.31	210.0	0.0	21.0	10.76	3.96	17|16	33	16.5	1193	AGRG6_HUMAN
ORF8	Q96AQ6	PBXIP1	12|12	24	12.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.41	120.0	0.0	12.0	10.03	12.48	9|10	19	9.5	731	PBIP1_HUMAN
ORF8	Q3KR37	GRAMD1B	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	2.48	0.48	4|2	6	3.0	738	ASTRB_HUMAN
ORF8	Q9P246	STIM2	17|18	35	17.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	26.87	175.0	0.0	17.5	17.85	1.52	9|10	19	9.5	599	STIM2_HUMAN
ORF8	Q96CP6	GRAMD1A	11|6	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.08	85.0	0.0	8.5	7.28	1.16	10|5	15	7.5	713	ASTRA_HUMAN
ORF8	P18031	PTPN1	15|14	29	14.5	2	0|0|3|0|0|0|0|0|0|0|0|0	0.99	1.0	0.99	1.0	0.99	5.09	14.5	0.0	14.25	20.02	1.47	12|11	23	11.5	435	PTN1_HUMAN
ORF8	P15153	RAC2	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	6.36	13.0	2|2	4	2.0	192	RAC2_HUMAN
ORF8	Q9HB63	NTN4	15|12	27	13.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.37	135.0	0.0	13.5	13.13	inf	11|9	20	10.0	628	NET4_HUMAN
ORF8	Q9HB40	SCPEP1	23|17	40	20.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	26.87	200.0	0.0	20.0	27.04	inf	11|9	20	10.0	452	RISC_HUMAN
ORF8	Q15293	RCN1	12|9	21	10.5	2	0|0|3|0|0|0|0|0|0|0|0|5	0.79	0.92	0.81	0.93	0.81	0.77	3.94	0.01	9.83	18.15	26.05	9|6	15	7.5	331	RCN1_HUMAN
ORF8	Q14257	RCN2	17|11	28	14.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.9	140.0	0.0	14.0	25.53	inf	13|9	22	11.0	335	RCN2_HUMAN
ORF8	P61009	SPCS3	12|14	26	13.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.4	130.0	0.0	13.0	44.13	inf	5|5	10	5.0	180	SPCS3_HUMAN
ORF8	Q96AY3	FKBP10	8|6	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	70.0	0.0	7.0	7.35	182.0	7|5	12	6.0	582	FKB10_HUMAN
ORF8	P62917	RPL8	3|2	5	2.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.99	0.98	0.99	0.98	3.14	25.0	0.0	2.5	5.94	0.88	3|2	5	2.5	257	RL8_HUMAN
ORF8	P32969	RPL9	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.2	20.0	0.0	2.0	6.36	0.54	2|2	4	2.0	192	RL9_HUMAN
ORF8	Q02543	RPL18A	6|4	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.89	50.0	0.0	5.0	17.36	0.82	6|4	10	5.0	176	RL18A_HUMAN
ORF8	P46778	RPL21	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.11	35.0	0.0	3.5	13.37	0.69	2|2	4	2.0	160	RL21_HUMAN
ORF8	P04843	RPN1	22|16	38	19.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.82	190.0	0.0	19.0	19.13	2.6	16|12	28	14.0	607	RPN1_HUMAN
ORF8	P04844	RPN2	10|10	20	10.0	2	3|3|0|0|0|0|0|0|4|3|3|3	0.75	0.75	0.79	0.79	0.79	1.32	3.0	0.01	8.42	8.37	0.7	9|9	18	9.0	615	RPN2_HUMAN
ORF8	Q9P2E9	RRBP1	56|55	111	55.5	2	20|16|8|8|8|0|0|0|9|3|6|5	1.0	1.0	1.0	1.0	1.0	8.37	3.7	0.0	48.58	30.38	1.65	38|39	77	38.5	977	RRBP1_HUMAN
ORF8	P42830	CXCL5	7|5	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	60.0	0.0	6.0	32.16	inf	4|3	7	3.5	114	CXCL5_HUMAN
ORF8	Q9UBV2	SEL1L	18|22	40	20.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.49	200.0	0.0	20.0	15.39	inf	16|13	29	14.5	794	SE1L1_HUMAN
ORF8	Q9H4F8	SMOC1	24|23	47	23.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.73	235.0	0.0	23.5	33.01	20.03	13|14	27	13.5	435	SMOC1_HUMAN
ORF8	Q9H1B5	XYLT2	7|8	15	7.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	75.0	0.0	7.5	5.3	inf	6|7	13	6.5	865	XYLT2_HUMAN
ORF8	Q32P28	P3H1	11|8	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.29	95.0	0.0	9.5	8.33	inf	7|7	14	7.0	697	P3H1_HUMAN
ORF8	Q96KC8	DNAJC1	7|6	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	7.17	0.81	6|5	11	5.5	554	DNJC1_HUMAN
ORF8	Q8N474	SFRP1	15|14	29	14.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.39	145.0	0.0	14.5	28.21	inf	8|8	16	8.0	314	SFRP1_HUMAN
ORF8	Q9H173	SIL1	31|27	58	29.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	41.56	290.0	0.0	29.0	38.44	301.6	16|14	30	15.0	461	SIL1_HUMAN
ORF8	Q92629	SGCD	10|8	18	9.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.2	90.0	0.0	9.0	18.96	inf	7|7	14	7.0	290	SGCD_HUMAN
ORF8	P51688	SGSH	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	3.65	inf	2|3	5	2.5	502	SPHM_HUMAN
ORF8	O43765	SGTA	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	3.9	2.31	2|2	4	2.0	313	SGTA_HUMAN
ORF8	Q96GQ5	RUSF1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	2.61	0.7	2|2	4	2.0	468	RUS1_HUMAN
ORF8	Q53EP0	FNDC3B	6|5	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.41	55.0	0.0	5.5	2.79	0.9	5|4	9	4.5	1204	FND3B_HUMAN
ORF8	P13497	BMP1	40|36	76	38.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	54.6	380.0	0.0	38.0	23.55	inf	24|22	46	23.0	986	BMP1_HUMAN
ORF8	Q15758	SLC1A5	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	35.0	0.0	3.5	3.95	0.72	3|2	5	2.5	541	AAAT_HUMAN
ORF8	P31641	SLC6A6	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.97	1.04	2|2	4	2.0	620	SC6A6_HUMAN
ORF8	P55011	SLC12A2	32|34	66	33.0	2	0|0|3|0|5|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.19	12.38	0.0	32.33	16.3	2.12	22|21	43	21.5	1212	S12A2_HUMAN
ORF8	O75094	SLIT3	28|20	48	24.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	31.31	240.0	0.0	24.0	9.63	inf	25|18	43	21.5	1523	SLIT3_HUMAN
ORF8	Q96HY6	DDRGK1	7|9	16	8.0	2	2|0|2|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.83	6.0	0.0	7.67	14.92	1.18	7|6	13	6.5	314	DDRGK_HUMAN
ORF8	Q9BWS9	CHID1	19|10	29	14.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.31	145.0	0.0	14.5	22.54	inf	11|8	19	9.5	393	CHID1_HUMAN
ORF8	Q16658	FSCN1	7|9	16	8.0	2	5|0|0|0|0|0|0|0|0|0|0|0	0.81	0.86	0.8	0.85	0.81	1.14	4.8	0.01	7.58	9.39	0.63	7|8	15	7.5	493	FSCN1_HUMAN
ORF8	P62314	SNRPD1	5|2	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	35.0	0.0	3.5	17.97	0.98	3|2	5	2.5	119	SMD1_HUMAN
ORF8	P35610	SOAT1	5|2	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.14	35.0	0.0	3.5	3.89	0.69	4|2	6	3.0	550	SOAT1_HUMAN
